age,education-num,marital-status,gender,capital-gain,hours-per-week,income
44,15,0,1,99999,65,1
54,9,0,0,0,35,0
23,9,0,1,0,38,0
21,10,1,0,0,10,0
19,10,1,1,0,25,0
51,13,0,1,0,20,1
41,13,0,1,7688,50,1
61,10,0,1,15024,18,1
19,6,0,0,0,40,0
22,13,1,1,0,40,0
22,9,1,0,0,40,0
49,4,0,1,0,32,0
35,6,1,1,0,50,0
38,10,0,1,0,40,0
29,9,0,1,0,40,1
56,11,0,1,0,45,1
41,10,1,0,0,80,0
62,14,0,1,0,45,1
27,9,1,1,0,40,0
55,9,1,0,0,40,0
25,9,1,1,4416,42,0
33,13,0,1,15024,75,1
26,9,1,0,0,40,0
43,9,1,1,0,45,0
53,14,0,1,0,40,1
43,13,1,0,0,40,0
56,9,1,1,0,35,0
25,13,0,1,0,50,0
60,14,1,1,0,40,0
28,10,1,0,0,40,0
21,9,1,1,0,40,0
40,13,1,0,2977,40,0
29,9,0,1,0,40,0
20,10,1,0,0,25,0
25,9,0,1,0,80,1
18,7,1,0,0,10,0
32,12,0,1,0,35,0
27,2,1,1,0,35,0
48,9,1,0,0,16,0
20,10,1,0,0,25,0
55,9,1,0,0,40,0
33,13,1,0,0,50,1
21,10,1,0,0,12,0
43,9,0,1,0,30,0
35,10,0,1,0,40,0
39,13,0,1,0,35,1
19,9,1,0,0,40,0
25,9,1,0,0,40,0
44,10,0,1,0,72,1
27,12,1,1,0,40,0
39,9,0,0,0,40,1
69,6,1,1,0,40,0
34,13,1,0,0,40,0
20,10,1,1,0,35,0
37,3,1,0,0,40,0
43,13,1,0,0,39,0
62,9,0,1,0,48,0
34,14,0,0,0,40,1
31,10,0,1,0,48,0
42,16,1,0,8614,60,1
26,9,1,0,0,30,0
39,10,1,0,0,75,0
25,13,1,1,0,40,0
54,10,0,1,0,30,0
44,14,0,1,0,60,1
34,14,0,1,7688,38,1
21,10,1,1,0,40,0
50,3,0,1,0,55,0
33,9,1,1,0,40,0
40,12,0,0,0,40,1
44,14,0,1,0,40,1
33,12,1,1,0,56,0
21,10,1,1,0,40,0
35,13,1,0,0,60,0
43,10,0,1,7298,40,1
57,6,1,1,0,30,0
51,14,0,1,0,45,0
29,9,0,1,0,40,0
51,9,1,1,0,40,0
35,9,0,1,0,40,0
18,7,1,1,0,20,0
58,6,0,1,0,50,0
57,10,0,1,0,40,1
19,9,1,0,0,20,0
37,10,1,0,0,40,0
38,9,0,1,0,44,0
45,10,0,0,0,40,0
27,10,0,1,0,40,1
64,4,1,0,0,40,0
38,10,0,1,0,72,0
30,9,1,1,0,30,0
46,13,0,1,0,40,0
18,6,1,0,0,30,0
60,9,0,1,0,40,1
30,9,1,1,0,44,0
47,10,0,1,7688,40,1
39,13,1,0,0,40,0
42,10,0,1,7298,45,1
27,10,1,0,0,40,0
44,10,1,1,0,40,0
33,13,0,1,0,40,0
54,13,1,1,0,50,1
58,10,0,1,0,35,0
45,13,1,1,0,30,0
59,10,0,1,0,50,0
29,12,1,0,0,50,0
27,9,1,0,0,40,0
44,14,0,1,0,20,1
44,9,0,1,0,40,1
33,10,0,1,0,70,1
27,9,1,1,0,40,0
33,13,0,1,0,55,1
55,11,1,0,0,40,0
32,11,0,1,0,60,0
31,11,0,1,0,45,0
57,15,0,1,99999,60,1
30,13,0,1,0,45,1
78,9,1,0,0,1,0
28,13,1,0,0,48,0
30,10,1,1,0,40,0
29,14,0,1,0,40,1
66,9,1,0,0,3,0
60,9,0,1,0,45,1
31,13,0,1,0,40,0
26,9,1,1,2597,40,0
24,9,1,1,0,45,0
29,13,1,1,0,50,1
44,9,0,1,0,45,1
34,13,0,1,0,55,1
59,13,0,1,0,43,1
23,13,1,1,0,24,0
23,7,1,1,0,40,0
55,11,1,0,0,35,0
39,9,0,1,0,40,1
39,7,1,1,0,40,0
57,4,1,1,0,75,0
35,9,1,0,0,40,0
39,11,0,1,0,48,1
47,9,0,0,0,38,1
53,16,0,1,0,50,1
23,10,1,1,0,25,0
35,14,1,1,0,50,1
44,10,1,0,0,40,0
28,9,1,0,0,25,0
26,13,1,0,0,40,0
23,9,1,1,0,45,0
32,9,0,1,0,25,0
49,10,0,1,0,50,1
36,10,1,1,2174,60,0
36,9,1,0,0,36,0
41,3,0,1,0,40,0
21,12,0,0,0,46,1
54,13,0,1,0,40,1
43,10,0,0,0,40,0
35,10,1,0,0,40,0
31,10,0,1,0,50,1
46,10,0,1,0,40,0
46,9,1,0,0,40,0
56,9,0,1,0,40,0
45,14,0,0,0,1,0
21,9,1,1,0,40,0
51,14,0,1,0,50,1
47,10,1,1,0,20,0
42,3,0,1,0,40,0
19,10,1,0,0,30,0
25,13,1,1,0,40,0
37,14,0,1,0,60,1
35,8,0,1,0,40,0
40,9,0,1,0,30,0
57,7,0,1,0,15,0
38,9,0,1,0,50,1
48,6,1,0,0,38,0
34,10,1,0,0,34,0
46,10,1,1,0,40,0
30,9,1,1,0,38,0
45,14,1,1,0,50,0
32,13,0,1,0,50,1
35,9,1,1,0,48,0
62,10,1,0,8614,39,1
56,9,0,1,0,40,0
50,11,0,1,0,40,0
25,13,1,1,0,40,0
41,10,1,1,0,33,0
35,9,1,0,0,27,0
33,10,0,1,0,41,1
38,12,0,0,0,40,1
37,13,1,1,0,40,0
56,9,0,1,0,40,1
19,4,1,1,0,32,0
31,5,0,0,0,40,0
53,9,1,1,0,40,1
33,9,1,1,0,35,0
72,2,1,1,0,40,0
54,9,0,1,0,50,1
30,13,1,0,0,40,0
51,16,1,1,0,40,1
30,9,0,1,0,50,1
30,13,1,1,0,50,0
32,10,0,1,0,16,0
30,10,1,1,0,50,1
35,14,0,1,0,40,0
40,10,1,0,0,44,1
38,13,1,0,0,40,0
19,6,1,0,0,30,0
32,10,1,1,0,44,0
49,14,0,0,0,40,0
76,13,0,1,0,10,0
60,13,0,1,0,35,0
60,5,0,1,0,40,0
55,16,0,1,0,80,1
41,13,1,0,0,30,0
24,9,1,1,0,40,0
53,14,0,1,7298,60,1
69,10,1,0,0,38,0
71,10,0,1,3432,30,0
41,9,0,0,0,40,1
32,9,1,0,0,40,0
45,7,0,1,0,40,0
59,13,1,1,0,40,0
31,9,1,0,0,35,0
40,9,1,0,0,37,0
44,11,0,1,0,40,1
63,10,1,0,0,60,0
31,10,0,1,15024,56,1
51,13,1,1,0,20,0
51,7,0,1,0,40,0
23,9,1,1,0,40,0
49,4,0,1,0,48,0
56,9,0,1,2885,45,0
39,9,0,1,0,40,1
39,15,0,1,15024,50,1
30,9,1,0,0,40,0
43,13,0,1,0,50,0
31,10,1,1,0,50,0
44,14,0,1,0,35,0
43,15,0,1,0,30,1
37,16,0,1,0,72,1
41,10,0,1,0,46,1
43,9,0,1,0,40,1
47,10,0,1,0,40,1
38,15,1,1,0,45,1
46,11,0,1,0,40,0
19,10,1,0,0,40,0
19,3,1,1,0,50,0
24,13,0,1,0,45,1
39,10,0,1,0,65,0
37,11,1,0,0,30,0
28,13,1,0,0,40,0
40,9,1,1,0,40,0
27,12,1,0,0,40,0
22,9,1,0,0,40,0
21,10,1,1,0,12,0
32,9,0,0,0,40,0
20,9,1,1,0,40,0
45,14,1,1,14344,48,1
46,15,0,1,0,40,1
46,11,1,0,0,45,0
26,10,1,1,0,44,0
47,13,0,1,0,60,0
22,10,1,0,0,10,0
34,9,0,1,0,60,0
49,2,0,1,0,40,0
20,10,1,1,0,25,0
28,9,0,1,0,45,0
30,7,0,1,0,40,0
23,9,0,1,0,40,0
20,5,1,1,0,40,0
31,10,0,1,0,55,0
46,2,1,1,0,40,0
42,9,1,0,0,40,0
60,4,0,1,0,40,0
30,13,1,1,0,50,0
27,10,0,1,0,48,0
20,5,1,0,0,32,0
56,13,0,1,7688,40,1
41,10,0,1,0,60,1
61,9,0,1,0,40,0
47,9,1,0,0,40,1
60,5,0,1,2228,37,0
33,5,0,1,0,50,0
40,10,0,0,0,25,0
48,13,0,1,0,45,1
56,9,0,1,0,40,1
50,11,0,1,3103,55,1
57,14,0,1,0,40,1
20,10,1,0,0,40,0
46,11,1,0,0,36,0
21,10,1,0,0,40,0
37,9,0,1,0,40,0
42,10,0,1,0,40,0
20,9,1,0,0,30,0
54,16,0,1,0,50,1
32,9,0,0,4064,22,0
62,10,0,0,0,1,0
50,10,0,1,0,40,1
49,10,1,0,0,40,0
48,12,0,1,0,50,0
24,10,1,0,0,40,0
46,14,0,1,0,40,1
42,9,1,0,0,40,0
52,10,0,1,0,40,0
58,12,1,0,0,40,0
37,10,1,0,0,40,0
34,9,0,1,0,40,0
26,10,0,1,0,40,0
18,10,1,0,0,20,0
33,10,1,1,0,40,0
41,10,1,0,0,15,0
21,12,1,0,0,20,0
23,11,1,0,0,40,0
26,10,1,0,0,40,0
33,13,0,0,0,40,0
24,10,1,0,0,45,0
43,6,0,1,0,42,0
52,9,1,0,0,40,0
27,10,1,0,0,40,0
61,4,1,0,0,40,0
35,9,0,1,0,40,0
35,9,0,1,0,40,1
45,9,0,1,15024,55,1
43,9,0,1,0,40,1
51,9,0,1,0,40,1
35,13,0,1,0,40,0
47,13,0,1,0,45,1
22,10,1,1,0,40,0
49,11,0,1,0,60,1
20,9,1,1,0,20,0
19,6,1,0,0,40,0
27,9,1,1,0,40,0
42,12,1,0,0,45,0
27,10,1,1,0,40,0
23,10,1,1,0,35,0
20,10,1,0,0,10,0
47,9,0,1,0,50,0
17,8,1,1,0,18,0
76,6,0,1,0,1,0
39,10,1,0,0,40,0
25,5,0,1,0,40,0
31,11,0,0,0,43,0
44,9,1,1,0,20,0
53,11,0,1,0,40,1
34,10,1,1,0,45,0
45,10,0,1,0,60,0
34,9,0,1,0,45,0
35,14,0,1,0,40,1
36,10,1,1,0,48,0
45,10,1,0,0,45,0
37,10,0,1,0,60,0
53,12,0,1,0,40,1
35,14,0,0,15024,50,1
38,9,0,1,0,70,0
65,10,0,1,0,40,0
49,6,1,1,0,70,0
24,9,1,1,0,40,0
54,10,0,1,0,40,0
17,6,1,0,0,12,0
19,8,1,1,0,16,0
60,9,1,0,0,40,0
46,13,0,1,0,35,1
78,14,1,0,0,15,0
26,10,1,0,0,40,0
58,2,0,1,0,38,0
37,9,1,1,0,55,0
41,14,0,1,0,38,1
30,13,1,1,0,40,0
19,10,1,0,0,30,0
48,13,0,1,0,60,1
22,10,1,0,0,24,0
50,14,0,1,0,60,0
25,2,1,0,0,40,0
18,6,1,1,0,6,0
21,9,1,1,0,40,0
47,10,0,1,0,50,0
33,9,1,0,0,36,0
39,9,1,1,2174,40,0
67,13,0,1,0,8,1
19,10,1,1,0,24,0
18,6,1,1,0,11,0
36,9,1,1,0,40,0
23,10,1,1,0,25,0
25,10,1,0,0,20,0
40,10,0,1,0,40,0
73,9,0,1,0,40,0
35,10,0,1,5013,40,0
31,12,0,1,0,40,1
20,6,1,1,0,40,0
20,9,1,0,0,40,0
27,9,0,1,0,40,0
66,6,0,1,0,30,0
66,14,0,1,0,50,0
64,14,1,0,0,35,0
48,10,1,1,3325,53,0
24,13,1,0,0,40,0
51,9,0,1,0,60,0
25,13,0,1,0,60,1
33,7,1,0,0,20,0
50,9,0,1,0,50,0
51,4,0,1,0,50,0
34,13,0,1,0,38,1
41,4,1,0,0,40,0
30,10,0,1,0,40,0
59,10,1,1,2907,40,0
41,10,0,1,3103,40,1
36,14,1,1,10520,45,1
37,2,0,1,0,85,0
28,9,1,1,0,30,0
19,9,1,1,0,40,0
28,10,0,1,0,45,0
62,6,0,1,0,40,0
36,14,0,1,15024,45,1
58,6,1,1,0,40,0
42,9,1,1,1151,50,0
43,9,0,1,0,40,0
29,9,0,1,0,40,0
32,9,1,1,0,50,0
64,5,1,1,0,40,0
39,13,0,0,0,20,1
26,13,1,0,0,20,0
19,9,1,1,0,30,0
21,9,1,0,0,45,0
32,10,1,0,0,40,0
30,12,0,1,5013,45,0
26,13,1,0,0,50,0
20,10,1,0,0,15,0
19,10,1,1,0,30,0
33,13,0,1,0,42,1
23,10,0,1,0,40,0
29,9,0,1,0,45,0
42,9,0,0,0,40,0
30,9,0,1,0,50,0
63,9,0,0,0,20,0
34,9,0,1,0,40,0
60,10,0,1,0,24,0
48,9,0,1,0,50,0
25,13,1,1,0,50,0
27,11,0,0,0,40,0
55,9,1,1,27828,55,1
32,10,1,0,0,40,0
22,10,1,1,0,25,0
25,9,1,1,0,50,0
18,7,1,0,0,16,0
24,10,0,0,0,44,0
29,13,1,0,0,40,0
73,7,0,1,0,3,0
39,9,0,1,0,40,1
33,14,0,1,0,40,0
57,9,1,0,0,40,1
22,6,1,0,0,40,0
33,9,1,0,0,20,0
33,9,0,1,0,60,0
42,9,0,1,0,40,0
43,13,1,1,0,45,0
57,10,0,1,0,38,1
42,14,1,1,4650,40,0
22,10,1,1,0,30,0
21,10,1,0,0,35,0
42,13,0,1,0,50,1
39,10,0,1,0,55,0
41,10,0,0,0,32,1
20,9,1,1,0,40,0
47,10,0,1,0,40,0
44,10,1,0,0,40,0
29,13,1,0,0,40,0
52,10,0,0,14084,16,1
71,10,1,1,0,35,1
52,9,1,1,0,55,0
36,9,0,1,0,40,0
53,10,1,1,0,48,1
37,9,0,0,0,30,1
26,6,1,1,0,40,0
34,13,0,1,0,55,1
35,13,1,1,0,50,1
20,5,1,0,0,40,0
34,10,0,1,0,40,0
56,13,0,1,0,60,0
39,13,0,0,0,36,1
24,10,1,0,0,20,0
24,7,1,0,0,35,0
23,13,1,1,0,50,0
27,13,1,1,0,45,0
25,9,1,0,0,40,0
29,10,1,0,0,40,0
42,10,0,0,0,37,1
51,9,0,1,0,40,0
31,11,0,1,0,40,0
59,2,0,1,0,40,0
29,9,0,0,0,40,0
18,9,1,0,0,20,0
24,9,0,0,0,36,0
38,10,1,1,0,40,0
36,9,1,0,0,28,0
34,9,1,1,0,50,0
42,13,0,1,0,70,1
45,8,1,1,0,35,0
21,11,1,1,0,40,0
64,16,0,1,7688,60,1
32,9,1,1,0,40,0
45,13,1,1,0,40,1
53,3,0,1,0,40,0
42,9,0,1,0,16,0
32,9,1,0,0,40,0
49,9,0,1,0,40,0
62,3,0,1,0,24,0
28,13,0,1,0,45,0
29,16,0,1,0,50,1
32,9,1,1,0,35,0
37,6,1,1,0,50,1
38,13,0,1,0,50,1
44,9,1,1,0,25,0
19,9,1,1,0,40,0
22,10,1,1,0,40,0
24,13,1,0,0,40,0
58,9,0,1,0,50,1
56,13,1,0,0,40,0
37,6,1,0,0,40,0
43,10,1,1,0,40,0
32,9,0,1,0,40,0
34,13,1,0,0,40,0
44,5,1,0,0,50,0
28,9,1,1,0,40,0
35,9,1,0,0,35,0
38,9,0,1,0,40,0
26,10,1,0,0,40,0
20,7,1,1,0,60,0
24,9,0,1,0,60,1
40,9,1,1,0,45,0
23,9,1,1,0,40,0
79,7,0,1,0,7,0
44,6,1,0,0,42,0
51,14,0,0,99999,50,1
30,9,0,1,0,40,0
52,12,0,1,3103,48,1
41,13,0,1,0,40,1
33,3,0,1,0,40,0
50,13,1,1,0,45,1
51,11,0,1,7298,40,1
41,9,1,1,0,40,0
35,13,0,0,0,30,1
34,10,0,1,7298,40,1
28,13,1,1,0,45,0
31,11,1,1,0,40,0
22,9,1,1,0,40,0
67,9,1,0,2329,15,0
65,9,0,1,9386,40,1
39,9,0,1,0,50,1
23,10,1,1,0,40,0
29,12,0,1,0,50,0
57,6,1,1,0,60,1
47,10,1,0,0,35,0
51,9,0,1,0,60,0
34,9,0,1,0,40,0
52,9,0,1,0,60,1
29,9,0,1,0,40,1
29,9,0,1,0,40,0
25,10,0,1,0,40,0
21,10,1,0,0,40,0
38,13,0,0,0,40,0
55,9,0,1,0,50,1
61,13,1,0,0,30,0
34,12,1,0,8614,60,1
41,13,0,1,0,40,0
27,11,1,1,0,43,0
78,13,1,1,99999,20,1
40,9,0,1,0,40,1
26,4,0,1,0,75,0
43,9,0,1,0,60,0
55,9,1,0,0,20,0
25,11,0,1,0,40,0
26,10,1,0,0,48,0
43,9,0,1,0,68,1
25,10,1,1,0,40,0
22,10,1,0,0,30,0
52,9,0,1,0,55,1
61,9,0,0,2414,5,0
42,13,1,1,0,40,0
21,11,1,0,0,40,0
44,9,0,1,0,40,0
65,9,0,1,2290,40,0
56,9,1,1,0,10,0
33,12,1,1,0,40,0
22,6,1,0,0,40,0
43,9,1,0,0,24,0
45,9,1,1,0,42,0
42,9,1,0,0,42,0
37,9,0,1,0,40,0
56,5,1,1,0,40,0
35,6,1,0,0,16,0
40,12,1,0,0,32,0
31,13,0,1,0,55,0
26,13,0,1,0,40,0
26,13,1,1,0,40,0
42,13,0,1,0,70,0
45,9,0,1,0,40,0
47,10,0,1,7688,50,1
22,10,0,1,0,40,0
33,13,1,1,0,40,0
37,9,1,1,0,50,0
48,9,0,1,0,98,0
57,6,0,1,0,8,0
47,10,1,0,0,60,0
58,5,0,1,0,40,0
55,7,1,0,0,40,0
52,10,0,1,0,55,0
29,13,1,1,0,40,0
42,14,1,0,0,40,0
23,9,1,1,0,60,0
23,8,1,0,0,30,0
46,11,0,1,0,60,0
30,10,1,1,0,40,0
43,13,0,0,0,70,1
25,10,1,0,0,30,0
32,9,0,1,0,80,1
56,5,0,1,0,40,0
33,9,0,1,0,43,0
19,10,1,1,0,10,0
20,10,1,0,0,18,0
34,10,0,1,0,40,0
34,5,1,0,0,40,0
55,9,0,1,0,40,0
55,5,0,0,0,23,0
31,10,1,1,0,45,0
30,9,1,0,0,40,0
31,9,1,1,0,40,0
51,9,1,1,0,40,0
59,9,0,1,0,40,0
58,9,1,0,0,36,0
40,5,0,1,0,40,0
54,9,0,1,0,40,0
25,13,0,1,0,40,1
18,7,1,1,0,30,0
41,10,0,1,0,40,0
57,6,1,0,0,40,0
37,9,0,1,0,40,1
46,9,1,0,0,24,0
39,9,1,0,0,38,0
19,9,1,0,0,40,0
41,12,0,1,0,40,0
54,9,1,1,0,41,0
39,14,0,1,0,40,1
41,9,0,1,0,40,1
26,15,1,0,0,30,0
57,9,0,1,0,50,0
33,10,0,1,0,40,1
56,10,0,1,0,40,1
60,9,0,1,0,40,0
22,9,1,1,0,70,0
58,8,0,1,0,40,0
48,14,0,0,10520,50,1
45,14,0,1,7688,55,1
18,9,1,0,0,40,0
56,9,1,0,0,40,0
48,9,0,1,0,60,1
40,13,1,0,0,48,0
38,9,1,1,0,32,0
58,10,1,0,0,40,0
23,10,1,1,0,50,0
63,10,0,1,0,40,0
51,13,1,1,0,45,0
22,3,0,0,0,40,0
44,9,0,1,0,70,0
46,10,1,1,0,40,0
64,13,0,1,0,40,0
32,13,0,1,0,40,1
31,10,0,1,0,40,0
36,11,0,1,0,50,1
21,9,1,0,0,50,0
30,10,0,1,0,40,0
31,11,1,0,0,40,0
54,9,0,1,0,50,0
59,5,0,1,0,40,0
28,14,0,0,0,20,1
57,9,1,0,0,40,0
44,9,0,1,0,45,0
53,10,1,1,0,60,0
58,10,0,1,0,60,1
19,10,1,0,0,20,0
39,12,0,1,0,50,1
31,10,0,0,0,70,0
27,9,0,1,0,40,0
46,5,1,0,0,40,0
37,14,1,1,0,40,0
27,13,1,0,0,40,0
33,10,1,1,0,55,0
20,10,1,1,0,16,0
55,9,1,1,0,45,0
39,12,1,0,0,40,0
41,9,1,0,0,40,0
30,13,1,0,0,40,0
39,13,0,1,0,40,0
28,9,1,0,0,50,0
25,10,1,1,0,24,0
31,9,0,1,0,50,0
51,9,0,1,0,60,0
24,13,1,1,0,40,0
70,9,1,0,0,32,0
23,10,1,1,0,40,0
61,9,1,0,0,40,0
45,4,0,1,0,55,1
47,9,0,1,4064,60,0
56,10,1,0,0,50,0
79,16,0,1,20051,35,1
20,10,1,0,0,15,0
30,9,1,1,0,40,0
27,13,0,1,0,25,0
40,13,0,1,0,40,1
60,9,0,1,0,5,0
58,9,0,1,0,40,1
71,15,0,1,0,2,0
50,15,0,1,0,60,1
29,10,1,1,0,40,0
33,6,1,0,3418,35,0
60,9,0,1,0,40,1
33,12,1,1,0,50,0
43,13,0,0,0,35,1
33,6,1,1,0,40,0
33,9,0,0,0,52,0
32,9,0,1,0,45,0
21,10,1,0,0,9,0
38,9,0,0,0,40,0
38,10,0,0,0,35,1
39,10,1,0,0,30,0
17,7,1,0,0,15,0
21,10,0,1,0,40,0
42,10,0,1,0,20,1
42,9,0,0,0,40,1
36,7,1,0,0,40,0
32,10,1,0,0,50,1
37,13,0,1,0,40,1
28,13,1,1,0,40,0
37,11,0,1,0,40,0
50,9,1,0,0,60,0
49,7,0,1,0,40,0
40,14,0,1,0,40,1
40,10,0,1,0,40,0
49,10,0,1,0,40,0
35,14,1,1,8614,40,1
33,9,1,1,0,40,0
24,9,1,1,0,40,0
41,14,1,0,0,40,0
43,10,0,1,0,40,1
36,9,0,1,0,60,1
84,13,0,1,0,20,0
23,9,1,1,0,40,0
41,13,0,1,0,50,1
55,9,0,1,0,45,1
30,10,1,1,0,45,0
46,12,0,1,0,40,0
55,10,0,1,0,40,1
34,10,1,1,0,40,0
54,14,1,1,0,60,0
27,10,1,1,0,40,0
52,14,0,0,0,40,1
36,10,0,0,99999,40,1
25,9,1,1,0,40,0
52,13,0,1,0,55,1
24,9,1,0,0,50,0
36,9,1,0,0,40,0
31,9,0,1,0,40,0
66,10,0,1,0,20,0
90,13,0,1,10566,50,0
67,14,0,1,20051,60,1
22,4,0,1,2580,40,0
47,10,1,0,0,35,0
32,13,0,1,0,55,1
55,4,0,1,0,50,0
32,9,1,0,0,35,0
48,10,1,0,0,40,0
21,9,0,1,0,35,0
33,12,0,0,0,40,0
27,10,1,0,0,48,0
47,11,1,0,0,40,0
18,7,1,0,0,24,0
44,9,0,1,0,60,1
23,10,1,1,0,37,0
18,6,1,0,0,35,0
56,9,0,1,0,50,0
24,13,1,1,0,35,0
43,13,0,1,0,40,1
23,13,1,0,0,60,0
26,10,1,1,0,42,0
42,9,1,1,0,40,0
23,9,1,0,0,40,0
53,6,0,1,0,40,0
51,9,0,1,4386,55,1
40,9,1,1,0,25,0
27,13,1,1,0,50,0
24,10,1,1,0,60,0
42,9,1,0,0,40,0
41,9,1,0,0,40,0
23,10,1,1,0,10,0
42,14,0,1,0,65,0
38,9,0,1,0,40,1
63,4,0,1,0,30,0
31,9,0,1,0,40,0
18,7,1,0,0,4,0
21,10,1,1,0,30,0
24,13,0,0,0,40,0
55,10,0,1,0,40,0
20,5,1,0,114,20,0
31,10,1,0,0,30,0
23,10,1,0,0,20,0
35,9,0,1,0,40,0
51,10,0,1,0,60,0
19,10,1,0,0,30,0
38,9,1,1,0,56,0
52,9,0,1,0,40,0
70,15,0,1,0,25,0
53,6,1,1,0,40,0
59,16,0,1,0,40,1
39,10,0,1,0,43,0
18,8,1,0,0,20,0
41,9,1,0,0,30,0
19,10,1,1,0,10,0
24,10,1,0,0,40,0
25,9,1,0,0,38,0
32,10,1,1,0,40,0
34,9,0,1,0,60,1
35,9,1,0,0,40,0
50,9,0,1,7298,45,1
18,9,1,1,0,20,0
37,9,1,1,0,42,0
30,10,1,0,0,36,0
40,14,0,0,15024,30,1
22,9,1,0,0,40,0
50,10,1,0,0,28,0
70,9,1,0,0,23,0
43,14,0,1,0,40,1
77,10,1,1,0,40,0
30,9,0,1,0,40,0
33,10,0,1,0,39,0
51,10,0,1,0,50,1
58,14,0,1,0,50,1
22,10,1,1,0,12,0
33,9,0,1,0,40,0
27,7,0,1,0,40,0
35,10,1,1,0,60,0
32,10,1,0,0,55,0
41,13,0,0,0,25,1
37,10,0,1,0,40,0
17,7,1,1,0,15,0
50,13,1,1,0,55,1
31,9,0,1,0,40,0
54,9,1,0,0,38,0
23,9,1,1,0,40,0
40,13,1,0,0,20,0
29,13,0,1,5013,40,0
38,9,0,1,0,35,0
30,11,0,1,0,55,0
20,10,1,1,0,8,0
43,10,0,1,0,50,0
25,10,1,1,0,25,0
39,14,0,1,0,50,1
48,12,0,1,0,50,1
41,9,1,0,0,40,0
24,13,1,1,0,30,0
20,10,1,1,0,40,0
25,10,1,0,0,40,0
57,10,0,1,0,40,1
39,10,0,0,0,35,1
66,13,0,1,0,40,1
34,10,1,0,0,40,0
36,13,1,1,14084,40,1
46,9,0,0,0,40,0
42,14,1,0,0,45,0
46,9,0,1,0,70,1
34,9,1,1,0,40,0
43,10,0,0,0,40,0
42,10,1,0,0,40,0
31,13,1,1,0,48,0
70,10,0,1,0,30,0
32,10,0,1,0,40,0
46,9,0,1,0,40,1
42,4,1,1,0,25,0
21,11,1,1,0,40,0
24,13,1,0,0,40,0
23,9,1,1,0,55,0
50,14,0,1,7298,40,1
37,10,1,0,0,45,0
19,7,1,0,0,30,0
44,12,0,1,0,40,1
29,9,0,1,0,40,0
30,11,0,0,0,24,0
36,10,0,1,0,44,0
49,13,1,1,0,45,0
29,9,1,1,0,40,0
45,9,1,0,0,40,0
75,16,0,1,0,20,1
42,9,1,0,0,40,0
37,12,1,0,0,40,0
51,13,0,1,0,25,0
61,9,0,1,0,48,0
33,12,1,0,2174,55,0
50,9,0,1,0,40,0
59,9,1,1,0,40,0
25,9,1,0,0,30,0
22,9,1,1,0,16,0
56,10,0,1,0,40,1
44,13,1,0,0,40,0
35,11,0,1,0,50,0
57,9,1,1,0,40,0
47,9,0,1,15024,50,1
27,13,1,0,0,40,0
50,9,0,1,0,20,0
30,13,1,1,0,40,0
46,7,0,1,0,40,0
48,15,0,1,0,60,1
61,13,1,1,0,40,1
33,9,1,1,0,87,0
40,9,0,1,0,40,0
58,10,0,1,0,65,1
46,14,0,1,0,50,1
35,10,0,1,0,40,1
51,10,1,0,0,50,0
37,8,1,0,0,40,0
64,14,0,1,0,60,0
41,9,1,1,0,54,0
18,7,1,1,594,30,0
44,7,0,1,0,88,0
41,13,0,0,0,48,1
33,10,1,1,10520,40,1
37,5,1,0,0,16,0
34,10,1,0,0,40,0
24,13,1,0,0,40,0
20,10,1,1,0,40,0
38,13,0,1,0,40,0
28,11,1,0,0,40,0
20,9,1,1,0,45,0
22,13,1,1,0,8,0
55,13,1,0,0,73,0
20,10,1,1,0,35,0
26,13,1,0,0,40,0
20,9,1,1,0,70,0
40,5,1,0,0,40,0
33,9,0,1,0,50,1
54,10,1,1,0,50,0
24,9,1,0,0,40,0
25,10,1,1,0,46,0
18,7,1,1,0,8,0
49,9,0,1,0,60,0
17,8,1,1,0,17,0
34,11,0,1,0,45,0
37,13,0,1,0,45,1
49,10,0,1,0,40,1
74,9,1,0,15831,40,1
37,9,1,1,0,40,0
20,7,0,1,0,40,0
40,9,0,0,0,35,1
34,13,1,1,27828,40,1
30,15,0,1,0,40,0
44,9,1,0,0,40,0
40,6,0,0,0,32,0
58,9,0,0,0,40,0
44,9,0,1,0,40,0
42,10,0,1,0,25,1
39,9,1,1,0,18,0
19,9,1,1,0,40,0
41,14,0,1,15024,70,1
29,14,1,1,0,40,0
34,10,1,1,0,40,0
38,10,0,1,0,15,0
27,1,0,1,41310,24,0
54,10,1,0,0,48,0
40,9,1,0,0,37,0
19,10,1,0,0,25,0
17,7,1,1,594,10,0
33,10,0,1,0,52,0
80,4,1,0,0,24,0
24,9,1,1,0,50,0
28,13,1,1,0,40,0
55,9,0,0,0,30,1
21,10,1,1,0,40,0
51,9,1,0,0,38,0
19,9,1,0,0,40,0
42,9,1,0,0,24,0
60,9,0,1,0,48,0
20,10,1,0,0,40,0
51,9,1,0,0,40,0
21,10,1,0,0,40,0
37,10,0,1,0,40,0
26,9,1,1,0,52,0
42,14,1,0,14084,60,1
40,10,0,1,0,40,0
55,14,0,1,0,40,1
33,9,1,1,0,32,0
62,9,0,1,0,60,1
47,6,1,0,0,30,0
26,8,1,1,0,51,0
59,9,0,0,0,20,0
70,10,1,0,0,17,0
26,10,1,0,0,20,0
47,6,0,1,0,65,0
25,14,1,0,0,43,0
